Electricity
ElectricityByUtility (1),Utility Name,Year,Ag & Water Pump,Commercial Building,Commercial Other,Industry,Mining & Construction,Residential,Streetlight,Total Usage,CA Electric Utility Retail Price ($/kWh),NorCal or Socal,CA Avg Temp (F)
Western Area Power Agency,USBR WAPA Central Valley Project,2016,658.974000,666.096000,937.707000,0.000000,105.488000,0.000000,0.000000,2368.265000,0.151,Both,60.1
Rural electric cooperative,Valley Electric Association,2016,10.020537,0.000004,0.002247,0.000000,0.000000,0.111006,0.000000,10.133794,0.151,Both,60.1
Publicly owned utility,"Vernon, City of",2016,0.002336,287.333664,18.234713,753.074596,0.137202,0.342194,1.464888,1060.589593,0.151,SoCal,60.1
Publicly owned utility,Victorville Municipal,2016,0.000444,9.503201,9.394523,69.679193,0.005479,0.000000,0.048836,88.631676,0.151,SoCal,60.1
Publicly owned utility,Alameda Municipal Power,2017,0.453008,184.429248,24.799470,20.975106,6.669199,127.520908,1.750925,366.597864,0.159,NorCal,60.3
Publicly owned utility,"Anaheim, City of",2017,28.505506,1223.835893,70.481173,353.849537,65.418216,601.952014,0.835838,2344.878177,0.159,SoCal,60.3
Rural electric cooperative,"Anza Electric Cooperative, Inc.",2017,1.674652,6.964708,2.194945,0.000000,0.163518,47.396190,0.032760,58.426773,0.159,SoCal,60.3
Publicly owned utility,Azusa Light and Water,2017,2.302948,87.905638,21.394367,49.184712,8.507390,88.076998,0.472638,257.844691,0.159,SoCal,60.3
Publicly owned utility,"Banning, City of",2017,7.941844,34.270534,3.199117,3.223831,0.079602,70.548292,1.684653,120.947873,0.159,SoCal,60.3
Investor owned utility,Bear Valley Electric Service,2017,0.000000,44.630446,0.000000,0.000000,0.000000,75.680675,0.192407,120.503528,0.159,SoCal,60.3
Publicly owned utility,Biggs Municipal Utilities,2017,0.000000,1.090686,0.000000,10.981412,0.000000,5.109858,0.000000,17.181956,0.159,NorCal,60.3
Publicly owned utility,Burbank Water and Power,2017,12.735076,596.466419,151.905721,43.783902,4.762876,273.781177,9.000000,1092.435171,0.159,SoCal,60.3
Joint utility agency,Calaveras Public Power Agency,2017,8.166093,17.307944,6.471792,0.000000,0.000000,0.000000,0.000000,31.945829,0.159,NorCal,60.3
Publicly owned utility,Colton Public Utilities,2017,5.367553,166.084097,18.767825,62.844406,2.532571,100.943909,0.028989,356.569350,0.159,SoCal,60.3
Publicly owned utility,"Corona, City of",2017,11.612161,50.733936,33.636865,40.792191,14.808114,6.233149,0.174402,157.990818,0.159,SoCal,60.3
Publicly owned utility,Department of Water Resources,2017,10016.453824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10016.453824,0.159,Both,60.3
Publicly owned utility,Glendale Water & Power,2017,0.630813,591.168906,16.177063,58.829923,16.193296,379.000000,9.000000,1071.000001,0.159,SoCal,60.3
Publicly owned utility,"Gridley, City of",2017,0.000000,14.047317,0.605457,3.442913,0.049153,16.651606,0.000000,34.796446,0.159,NorCal,60.3
Publicly owned utility,"Healdsburg, City of, Electric Department",2017,0.889606,35.380140,4.538212,7.615591,1.026498,27.756464,0.002095,77.208606,0.159,NorCal,60.3
Publicly owned utility,Imperial Irrigation District,2017,251.822908,1035.976961,155.425334,133.080191,66.873709,1786.015329,12.438000,3441.632432,0.159,SoCal,60.3
Publicly owned utility,"Industry, City of",2017,0.811833,33.157981,3.825602,1.951078,0.000000,0.156007,0.000000,39.902501,0.159,SoCal,60.3
Publicly owned utility,Kirkwood Meadows Public Utility District,2017,0.000000,3.074357,0.811242,0.000000,0.000000,3.012508,0.000000,6.898107,0.159,NorCal,60.3
Publicly owned utility,Lassen Municipal Utility District,2017,4.872403,49.842249,0.000000,0.000000,0.000000,70.996489,0.428880,126.140021,0.159,NorCal,60.3
Publicly owned utility,Lathrop Irrigation District,2017,0.221868,1.151140,0.042093,0.000000,1.222894,4.371342,0.000000,7.009337,0.159,NorCal,60.3
Investor owned utility,Liberty Utilities,2017,8.359045,230.977466,35.615285,3.479929,1.649303,288.418176,0.012766,568.511970,0.159,SoCal,60.3
Publicly owned utility,Lodi Electric Utility,2017,2.474518,154.680935,11.174379,93.198876,12.715411,154.823667,0.012451,429.080237,0.159,NorCal,60.3
Publicly owned utility,"Lompoc, City of, Electric Division",2017,3.697766,45.050531,8.900409,10.586892,0.546758,59.356952,0.057771,128.197079,0.159,SoCal,60.3
Publicly owned utility,Los Angeles Department of Water and Power,2017,14.268702,10956.632565,906.211820,2152.455396,278.520608,8236.610649,134.496665,22679.196405,0.159,SoCal,60.3
Publicly owned utility,Merced Irrigation District,2017,10.730091,178.799700,3.145474,258.089483,0.980381,59.264733,1.126596,512.136458,0.159,NorCal,60.3
Publicly owned utility,Metropolitan Water District of Southern California,2017,1317.095210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1317.095210,0.159,SoCal,60.3
Publicly owned utility,Modesto Irrigation District,2017,105.896586,781.718401,47.864866,656.628757,43.700391,906.928000,10.629000,2553.366001,0.159,NorCal,60.3
Publicly owned utility,Moreno Valley Utilities,2017,0.422633,138.906950,8.678158,12.851363,0.550360,40.943282,1.656845,204.009591,0.159,SoCal,60.3
Publicly owned utility,"Needles, City of",2017,0.983841,25.434938,3.348687,0.021866,0.269223,5.440170,5.630710,41.129435,0.159,SoCal,60.3
Investor owned utility,Pacific Gas and Electric Company,2017,5100.395294,30752.816512,4352.882471,10514.520852,1764.902974,29138.289589,321.302231,81945.109923,0.159,NorCal,60.3
Investor owned utility,PacifiCorp,2017,102.633822,191.500867,18.877173,63.352699,4.142556,383.770452,2.418125,766.695694,0.159,NorCal,60.3
Publicly owned utility,"Palo Alto, City of, Utilities Department",2017,2.355621,558.536037,27.445659,168.913864,11.234732,144.116379,2.066018,914.668310,0.159,NorCal,60.3
Publicly owned utility,Pasadena Water and Power,2017,15.803153,660.542110,27.715479,14.481620,3.855639,320.280000,13.368000,1056.046001,0.159,SoCal,60.3
Publicly owned utility,"Pittsburg, City of (dba Island Energy on Mare Island)",2017,0.000055,10.262823,1.388808,7.702874,0.395116,1.959848,0.309541,22.019065,0.159,NorCal,60.3
Rural electric cooperative,Plumas-Sierra Rural Electric Cooperative,2017,12.565563,56.970501,16.136462,0.763813,0.648150,59.569730,0.012959,146.667178,0.159,NorCal,60.3
Publicly owned utility,Port of Oakland,2017,0.000000,9.486792,34.226361,4.408113,0.000000,0.000000,0.000000,48.121266,0.159,NorCal,60.3
Publicly owned utility,Port of Stockton,2017,0.000000,8.415695,3.060621,6.371148,0.833132,0.000000,0.000000,18.680596,0.159,NorCal,60.3
Publicly owned utility,Power Enterprise of the San Francisco Public Utilities Commission,2017,46.657979,348.818444,515.734897,6.401892,16.830004,20.139744,25.664290,980.247250,0.159,NorCal,60.3
Publicly owned utility,Rancho Cucamonga Municipal Utility,2017,0.001011,62.463762,0.721355,4.220849,0.306796,1.800837,1.100784,70.615394,0.159,SoCal,60.3
Publicly owned utility,Redding Electric Utility,2017,13.502395,325.085156,29.302660,9.175994,3.953794,364.576000,0.000000,745.595999,0.159,NorCal,60.3
Publicly owned utility,"Riverside, City of",2017,27.809012,1117.490488,41.348945,279.497093,14.413462,747.420000,20.578985,2248.557985,0.159,SoCal,60.3
Publicly owned utility,Roseville Electric,2017,0.657655,512.859002,54.833661,151.311955,19.741726,460.830000,1.341574,1201.575573,0.159,NorCal,60.3
Publicly owned utility,Sacramento Municipal Utility District,2017,195.307602,4303.076516,457.070542,777.296648,143.363021,5000.076629,53.419301,10929.610259,0.159,NorCal,60.3
Investor owned utility,San Diego Gas and Electric Company,2017,340.856443,8401.184714,1686.403812,1417.721328,353.384194,6448.954894,78.707016,18727.212401,0.159,SoCal,60.3
Self Generator,Self Generation in the BUGL planning area,2017,0.000000,17.899868,0.398660,0.000000,0.000000,19.153787,0.000000,37.452315,0.159,,60.3
Self Generator,Self Generation in the IID planning area,2017,17.463497,28.869964,5.102397,2.433839,9.698903,50.257584,0.000000,113.826184,0.159,,60.3
Self Generator,Self Generation in the LADWP planning area,2017,0.000000,412.706992,1.323670,956.001101,1.620008,279.000744,0.000000,1650.652515,0.159,,60.3
Self Generator,Self Generation in the NCNC planning area,2017,16.128429,117.942404,59.676291,51.279147,0.000000,245.910628,0.000000,490.936899,0.159,,60.3
Self Generator,Self Generation in the OTHER planning area,2017,3.755327,3.300947,0.025035,28.916698,0.000000,5.761043,0.000000,41.759050,0.159,,60.3
Self Generator,Self Generation in the PGE planning area,2017,463.941379,1880.817430,325.855428,4200.751960,2792.399475,2908.765988,0.000000,12572.531660,0.159,,60.3
Self Generator,Self Generation in the SCE planning area,2017,159.045165,1698.748650,474.005299,3252.207283,892.257509,2279.996886,0.000000,8756.260792,0.159,,60.3
Self Generator,Self Generation in the SDGE planning area,2017,23.733190,757.003746,208.580003,113.363647,0.196907,1089.314608,0.000000,2192.192101,0.159,,60.3
Publicly owned utility,"Shasta Lake, City of",2017,0.000000,11.132437,0.000000,138.678772,0.000000,40.920912,0.136982,190.869103,0.159,NorCal,60.3
Publicly owned utility,Silicon Valley Power,2017,0.031284,2332.188338,40.999795,896.162717,18.758382,235.643830,4.300000,3528.084346,0.159,NorCal,60.3
Investor owned utility,Southern California Edison Company,2017,2977.662594,31916.136566,4326.375000,13127.693771,2423.572678,28948.343842,624.574696,84344.359147,0.159,SoCal,60.3
Rural electric cooperative,Surprise Valley Electrical Corporation,2017,51.796805,5.709587,1.426321,0.043706,0.572058,37.649893,0.044168,97.242538,0.159,NorCal,60.3
Publicly owned utility,Truckee-Donner Public Utility District,2017,6.863246,62.191247,0.491987,0.000000,0.000000,87.015973,0.062139,156.624592,0.159,NorCal,60.3
Joint utility agency,Tuolumne County Public Power Agency,2017,0.000000,17.763379,6.768821,0.000000,0.197440,0.000000,0.000000,24.729640,0.159,NorCal,60.3
Publicly owned utility,Turlock Irrigation District,2017,271.732610,506.484698,108.589889,428.022555,8.503069,764.098981,9.337071,2096.768873,0.159,NorCal,60.3
Publicly owned utility,"Ukiah, City of",2017,3.733645,63.579952,2.731979,1.088698,0.524191,40.379666,0.000000,112.038131,0.159,NorCal,60.3
Western Area Power Agency,USBR WAPA Central Valley Project,2017,722.169000,802.807000,1096.795000,0.000000,119.278000,0.000000,0.000000,2741.049000,0.159,Both,60.3
Rural electric cooperative,Valley Electric Association,2017,9.876694,0.004561,0.006651,0.000000,0.000000,0.105761,0.000000,9.993667,0.159,Both,60.3
Publicly owned utility,"Vernon, City of",2017,0.330756,277.325116,19.533714,731.340000,0.138405,0.346806,1.460136,1030.474933,0.159,SoCal,60.3
Publicly owned utility,Victorville Municipal,2017,0.000444,10.122081,9.485022,73.738010,0.000000,0.000000,0.051140,93.396697,0.159,SoCal,60.3
Publicly owned utility,Alameda Municipal Power,2018,0.411722,167.019282,24.355558,21.662367,6.656554,124.095585,1.603379,345.804447,0.164,NorCal,60.1
Publicly owned utility,"Anaheim, City of",2018,34.040047,1192.551930,69.997444,347.337136,64.250259,597.551316,0.784540,2306.512672,0.164,SoCal,60.1
Rural electric cooperative,"Anza Electric Cooperative, Inc.",2018,1.723016,6.772371,2.250883,0.000000,0.098281,46.180857,0.032760,57.058168,0.164,SoCal,60.1
Publicly owned utility,Azusa Light and Water,2018,2.321241,84.778991,21.115081,47.013666,8.441556,85.951773,0.473533,250.095841,0.164,SoCal,60.1
Publicly owned utility,"Banning, City of",2018,10.839216,35.658171,2.955210,3.588698,0.081124,68.046108,1.679914,122.848441,0.164,SoCal,60.1
Investor owned utility,Bear Valley Electric Service,2018,0.278864,45.044731,0.000000,0.000000,0.000000,75.619148,0.191879,121.134622,0.164,SoCal,60.1
Publicly owned utility,Biggs Municipal Utilities,2018,0.000000,0.989487,0.000000,9.510970,0.000000,4.836116,0.000000,15.336573,0.164,NorCal,60.1
Publicly owned utility,Burbank Water and Power,2018,13.283588,585.929369,151.257501,42.347713,4.613561,266.627131,9.000000,1073.058863,0.164,SoCal,60.1
Joint utility agency,Calaveras Public Power Agency,2018,8.394457,16.871544,5.826716,0.000000,0.000000,0.000000,0.000000,31.092717,0.164,NorCal,60.1
Publicly owned utility,Colton Public Utilities,2018,6.386140,167.208308,18.111255,62.749014,2.560089,99.186480,0.033902,356.235188,0.164,SoCal,60.1
Publicly owned utility,"Corona, City of",2018,11.876079,47.090314,31.883853,40.550435,15.006910,6.616028,0.174402,153.198021,0.164,SoCal,60.1
Publicly owned utility,Department of Water Resources,2018,6022.935831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6022.935831,0.164,Both,60.1
Publicly owned utility,Glendale Water & Power,2018,0.638256,576.262762,13.707582,55.174338,16.217063,371.999999,8.999999,1042.999999,0.164,SoCal,60.1
Publicly owned utility,"Gridley, City of",2018,0.000000,13.806700,0.604069,2.008870,0.045365,15.380022,0.000000,31.845026,0.164,NorCal,60.1
Publicly owned utility,"Healdsburg, City of, Electric Department",2018,1.053588,34.130648,3.977728,6.471299,0.996956,26.836981,0.002065,73.469265,0.164,NorCal,60.1
Publicly owned utility,Imperial Irrigation District,2018,253.394207,1040.217590,155.011438,138.529398,67.030313,1806.004660,11.893451,3472.081057,0.164,SoCal,60.1
Publicly owned utility,"Industry, City of",2018,0.725737,33.121353,3.501034,1.574868,0.029021,0.142668,0.000000,39.094681,0.164,SoCal,60.1
Publicly owned utility,Kirkwood Meadows Public Utility District,2018,0.000000,3.132544,0.830441,0.000000,0.000000,2.915067,0.000000,6.878052,0.164,NorCal,60.1
Publicly owned utility,Lassen Municipal Utility District,2018,6.343830,47.696729,0.000000,0.000000,0.000000,70.053013,0.437608,124.531180,0.164,NorCal,60.1
Publicly owned utility,Lathrop Irrigation District,2018,0.055552,2.462681,0.000000,0.000000,0.730334,5.420826,0.230892,8.900285,0.164,NorCal,60.1
Investor owned utility,Liberty Utilities,2018,9.381737,234.306026,34.751186,2.932578,1.576439,277.705815,0.013561,560.667342,0.164,SoCal,60.1
Publicly owned utility,Lodi Electric Utility,2018,2.575028,153.042456,10.961419,87.124839,11.829875,147.801931,0.013528,413.349076,0.164,NorCal,60.1
Publicly owned utility,"Lompoc, City of, Electric Division",2018,3.611748,44.355621,9.248604,10.934206,0.507312,59.145094,0.057771,127.860356,0.164,SoCal,60.1
Publicly owned utility,Los Angeles Department of Water and Power,2018,17.442584,10856.631183,916.685175,1801.500749,246.292073,8104.949870,134.498365,22077.999999,0.164,SoCal,60.1
Publicly owned utility,Merced Irrigation District,2018,11.207522,175.116251,2.595381,258.828071,1.003966,56.954655,1.082175,506.788021,0.164,NorCal,60.1
Publicly owned utility,Metropolitan Water District of Southern California,2018,1709.974819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1709.974819,0.164,SoCal,60.1
Publicly owned utility,Modesto Irrigation District,2018,127.862343,831.884612,38.907005,524.003613,51.704428,895.703000,10.177000,2480.242001,0.164,NorCal,60.1
Publicly owned utility,Moreno Valley Utilities,2018,0.438110,129.437775,8.379656,10.829493,0.371483,42.065885,1.771775,193.294177,0.164,SoCal,60.1
Publicly owned utility,"Needles, City of",2018,5.474260,23.342431,4.066324,0.030986,0.226112,4.405573,7.761097,45.306783,0.164,SoCal,60.1
Investor owned utility,Pacific Gas and Electric Company,2018,5831.536565,30148.361359,4265.599020,10518.620421,1593.650033,27700.318464,310.588751,80368.674613,0.164,NorCal,60.1
Investor owned utility,PacifiCorp,2018,105.173228,187.552854,18.859544,61.228965,3.779266,360.358337,2.508858,739.461052,0.164,NorCal,60.1
Publicly owned utility,"Palo Alto, City of, Utilities Department",2018,1.846578,560.462686,24.936404,150.186782,9.914023,140.637038,2.066018,890.049529,0.164,NorCal,60.1
Publicly owned utility,Pasadena Water and Power,2018,15.061750,642.891716,29.631295,14.597430,4.207809,320.878000,13.372000,1040.640000,0.164,SoCal,60.1
Publicly owned utility,"Pittsburg, City of (dba Island Energy on Mare Island)",2018,0.000016,11.287404,1.662048,8.600028,0.291943,0.000000,0.161814,22.003253,0.164,NorCal,60.1
Rural electric cooperative,Plumas-Sierra Rural Electric Cooperative,2018,16.242905,57.143858,13.783135,0.797256,0.810987,55.026411,0.012947,143.817499,0.164,NorCal,60.1
Publicly owned utility,Port of Oakland,2018,0.000000,10.247917,40.406137,3.478326,0.000000,0.000000,0.000000,54.132380,0.164,NorCal,60.1
Publicly owned utility,Port of Stockton,2018,0.000000,9.431442,4.388496,5.787252,0.784171,0.000000,0.000000,20.391361,0.164,NorCal,60.1
Publicly owned utility,Power Enterprise of the San Francisco Public Utilities Commission,2018,44.790508,374.821415,510.235715,8.995992,15.527374,18.075961,21.978555,994.425520,0.164,NorCal,60.1
Publicly owned utility,Rancho Cucamonga Municipal Utility,2018,0.000816,65.827222,0.706339,5.084094,0.935103,1.734440,1.274070,75.562084,0.164,SoCal,60.1
Publicly owned utility,Redding Electric Utility,2018,13.516281,324.207432,28.046840,9.124740,3.870708,366.444000,0.000000,745.210001,0.164,NorCal,60.1
Publicly owned utility,"Riverside, City of",2018,30.192550,1080.726870,44.995441,276.774155,13.321984,719.440000,20.553861,2186.004861,0.164,SoCal,60.1
Publicly owned utility,Roseville Electric,2018,0.635336,496.843844,55.983865,143.592897,19.765726,438.412681,1.344257,1156.578606,0.164,NorCal,60.1
Publicly owned utility,Sacramento Municipal Utility District,2018,212.618114,4156.554985,432.274563,778.131335,145.676186,4519.291612,52.764469,10297.311264,0.164,NorCal,60.1
Investor owned utility,San Diego Gas and Electric Company,2018,360.862269,8300.072183,1777.405551,1396.604527,425.864069,6195.715456,79.994039,18536.518094,0.164,SoCal,60.1
Self Generator,Self Generation in the BUGL planning area,2018,0.000000,24.920412,0.396667,0.000000,0.000000,22.888169,0.000000,48.205248,0.164,,60.1
Self Generator,Self Generation in the IID planning area,2018,18.944359,32.947930,5.812951,2.421670,9.601914,54.329026,0.000000,124.057850,0.164,,60.1
Self Generator,Self Generation in the LADWP planning area,2018,0.000000,451.991607,3.352462,1004.557398,1.603808,335.326904,0.000000,1796.832179,0.164,,60.1
Self Generator,Self Generation in the NCNC planning area,2018,18.651722,148.227107,82.487680,53.131971,0.007939,300.044706,0.000000,602.551125,0.164,,60.1
Self Generator,Self Generation in the OTHER planning area,2018,4.360601,3.894053,0.024910,26.880615,0.000000,7.031924,0.000000,42.192103,0.164,,60.1
Self Generator,Self Generation in the PGE planning area,2018,612.650362,2398.986196,379.577535,3988.122388,2713.954788,3526.973088,0.000000,13620.264357,0.164,,60.1
Self Generator,Self Generation in the SCE planning area,2018,201.464285,1923.691073,501.775917,3108.017215,866.813977,2766.358013,0.000000,9368.120480,0.164,,60.1
Self Generator,Self Generation in the SDGE planning area,2018,24.769954,850.267004,153.327199,112.316068,0.194938,1302.654645,0.000000,2443.529808,0.164,,60.1
Publicly owned utility,"Shasta Lake, City of",2018,0.000000,10.754636,0.000000,147.940633,0.000000,37.692341,0.273632,196.661242,0.164,NorCal,60.1
Publicly owned utility,Silicon Valley Power,2018,0.030331,2393.155910,41.521403,862.568677,24.743631,226.010342,3.500000,3551.530294,0.164,NorCal,60.1
Investor owned utility,Southern California Edison Company,2018,3207.651462,31426.937772,4406.812695,13315.180503,2418.150835,28397.510969,576.724721,83748.968957,0.164,SoCal,60.1
Rural electric cooperative,Surprise Valley Electrical Corporation,2018,53.445798,5.403411,1.625220,0.041549,0.513569,36.015007,0.044295,97.088849,0.164,NorCal,60.1
Publicly owned utility,Truckee-Donner Public Utility District,2018,7.166173,61.962147,0.498887,0.000000,0.000000,82.316629,0.062139,152.005975,0.164,NorCal,60.1
Joint utility agency,Tuolumne County Public Power Agency,2018,0.000000,17.902105,6.517154,0.000000,0.104160,0.000000,0.000000,24.523419,0.164,NorCal,60.1
Publicly owned utility,Turlock Irrigation District,2018,288.066158,490.755189,111.730029,454.466208,8.476321,732.040870,9.115160,2094.649935,0.164,NorCal,60.1
Publicly owned utility,"Ukiah, City of",2018,3.415781,59.544775,2.799828,1.073955,0.447133,41.053255,0.000000,108.334727,0.164,NorCal,60.1
Western Area Power Agency,USBR WAPA Central Valley Project,2018,812.663000,667.598000,924.167000,0.000000,197.560000,0.000000,0.000000,2601.988000,0.164,Both,60.1
Rural electric cooperative,Valley Electric Association,2018,10.667491,0.004858,0.002378,0.000000,0.000000,0.094649,0.000000,10.769376,0.164,Both,60.1
Publicly owned utility,"Vernon, City of",2018,1.220726,270.276723,19.660330,732.469032,0.130946,0.353399,1.460136,1025.571292,0.164,SoCal,60.1
Publicly owned utility,Victorville Municipal,2018,0.000074,10.526182,9.406258,76.442181,0.000000,0.000000,0.057204,96.431899,0.164,SoCal,60.1
Publicly owned utility,Alameda Municipal Power,2019,0.447169,173.724073,9.517804,21.988337,7.503116,126.084120,1.622655,340.887274,0.168,NorCal,58.4
Publicly owned utility,"Anaheim, City of",2019,33.667559,1159.689566,64.937336,346.439692,64.590279,567.180682,0.613173,2237.118287,0.168,SoCal,58.4
Rural electric cooperative,"Anza Electric Cooperative, Inc.",2019,0.958102,6.950850,2.318693,0.000000,0.171774,49.819500,0.016380,60.235299,0.168,SoCal,58.4
Publicly owned utility,Azusa Light and Water,2019,1.444225,81.169282,20.706391,47.160895,7.051514,83.487023,0.478610,241.497940,0.168,SoCal,58.4
Publicly owned utility,"Banning, City of",2019,8.978424,32.275153,2.644690,3.634907,0.076971,62.701597,1.681296,111.993038,0.168,SoCal,58.4
Investor owned utility,Bear Valley Electric Service,2019,0.003800,52.709264,0.000000,0.000000,0.000000,78.464967,0.193989,131.372020,0.168,SoCal,58.4
Publicly owned utility,Biggs Municipal Utilities,2019,0.000000,0.980027,0.000000,9.787275,0.000000,5.052765,0.000000,15.820067,0.168,NorCal,58.4
Publicly owned utility,Burbank Water and Power,2019,12.995300,562.831451,150.549079,40.426896,4.760634,254.823025,9.000000,1035.386385,0.168,SoCal,58.4
Joint utility agency,Calaveras Public Power Agency,2019,7.872740,17.263473,5.935372,0.000000,0.000000,0.000000,0.000000,31.071585,0.168,NorCal,58.4
Publicly owned utility,Colton Public Utilities,2019,8.070550,154.882173,17.202693,54.553141,2.383154,98.132691,3.076449,338.300851,0.168,SoCal,58.4
Publicly owned utility,"Corona, City of",2019,11.179938,45.069579,29.403908,39.438417,13.623530,6.971073,0.174402,145.860847,0.168,SoCal,58.4
Publicly owned utility,Department of Water Resources,2019,8005.388379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8005.388379,0.168,Both,58.4
Publicly owned utility,Glendale Water & Power,2019,0.636017,545.537296,12.624155,54.757902,15.467629,357.805000,9.208000,996.035999,0.168,SoCal,58.4
Publicly owned utility,"Gridley, City of",2019,0.000000,13.522228,0.642962,0.175732,0.043980,15.821227,0.000000,30.206129,0.168,NorCal,58.4
Publicly owned utility,"Healdsburg, City of, Electric Department",2019,0.898861,34.285952,4.581563,6.949239,0.883622,27.496840,0.002056,75.098133,0.168,NorCal,58.4
Publicly owned utility,Imperial Irrigation District,2019,264.681184,1030.139912,157.643817,148.653361,68.518488,1643.570132,11.906421,3325.113315,0.168,SoCal,58.4
Publicly owned utility,"Industry, City of",2019,1.133308,32.809694,3.666309,1.559328,0.000000,0.144895,0.000000,39.313534,0.168,SoCal,58.4
Publicly owned utility,Kirkwood Meadows Public Utility District,2019,0.000000,2.862106,0.782487,0.000000,0.000000,3.006298,0.000000,6.650891,0.168,NorCal,58.4
Publicly owned utility,Lassen Municipal Utility District,2019,4.910092,43.424674,0.000000,0.000000,0.000000,70.709852,0.410188,119.454806,0.168,NorCal,58.4
Publicly owned utility,Lathrop Irrigation District,2019,0.022417,1.609756,0.000000,0.000000,1.101861,8.310163,0.195399,11.239596,0.168,NorCal,58.4
Investor owned utility,Liberty Utilities,2019,8.835333,229.251031,34.298377,3.658470,1.564362,286.582287,0.009858,564.199718,0.168,SoCal,58.4
Publicly owned utility,Lodi Electric Utility,2019,2.790117,150.585393,11.521169,83.038149,12.198242,152.973021,0.013630,413.119721,0.168,NorCal,58.4
Publicly owned utility,"Lompoc, City of, Electric Division",2019,3.460870,41.771342,8.815426,10.821439,0.401060,59.197723,0.057771,124.525631,0.168,SoCal,58.4
Publicly owned utility,Los Angeles Department of Water and Power,2019,20.672685,10658.674158,899.050391,1707.596538,261.986698,7875.485656,106.617458,21530.083584,0.168,SoCal,58.4
Publicly owned utility,Merced Irrigation District,2019,10.376855,173.872138,2.713006,256.887279,0.946475,53.311060,1.082175,499.188988,0.168,NorCal,58.4
Publicly owned utility,Metropolitan Water District of Southern California,2019,1034.480458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1034.480458,0.168,SoCal,58.4
Publicly owned utility,Modesto Irrigation District,2019,127.858539,832.386663,38.835619,505.752280,51.205961,868.904771,7.182200,2432.126033,0.168,NorCal,58.4
Publicly owned utility,Moreno Valley Utilities,2019,0.361928,124.953463,8.388354,17.246859,0.141824,40.524420,1.395819,193.012667,0.168,SoCal,58.4
Publicly owned utility,"Needles, City of",2019,5.584699,22.586026,3.757433,0.028673,0.184218,5.007947,9.809992,46.958988,0.168,SoCal,58.4
Investor owned utility,Pacific Gas and Electric Company,2019,4567.034635,30069.124903,4423.671140,9876.820530,1670.306422,27485.172805,297.795176,78389.925611,0.168,NorCal,58.4
Investor owned utility,PacifiCorp,2019,100.748449,188.944905,19.607847,59.780735,4.098511,367.130421,2.464800,742.775668,0.168,NorCal,58.4
Publicly owned utility,"Palo Alto, City of, Utilities Department",2019,1.786710,569.725189,23.040098,137.102759,8.593344,147.989971,2.066018,890.304089,0.168,NorCal,58.4
Publicly owned utility,Pasadena Water and Power,2019,11.251882,629.826861,26.453348,14.987282,4.095085,325.486675,13.370536,1025.471669,0.168,SoCal,58.4
Publicly owned utility,"Pittsburg, City of (dba Island Energy on Mare Island)",2019,0.000018,10.957337,2.013676,7.637636,0.442617,0.000000,0.161814,21.213098,0.168,NorCal,58.4
Rural electric cooperative,Plumas-Sierra Rural Electric Cooperative,2019,17.082699,53.571954,17.044612,0.796057,0.791639,55.906543,0.010599,145.204103,0.168,NorCal,58.4
Publicly owned utility,Port of Oakland,2019,0.000000,14.991574,41.856563,1.633685,0.000000,0.000000,0.000000,58.481822,0.168,NorCal,58.4
Publicly owned utility,Port of Stockton,2019,0.000000,8.396879,3.477389,5.407407,0.720748,0.000000,0.000000,18.002423,0.168,NorCal,58.4
Publicly owned utility,Power Enterprise of the San Francisco Public Utilities Commission,2019,43.146535,353.573822,513.648375,8.092242,16.938003,16.528584,20.920926,972.848487,0.168,NorCal,58.4
Publicly owned utility,Rancho Cucamonga Municipal Utility,2019,0.006448,65.604828,0.715609,6.290235,1.521974,2.590463,1.353342,78.082899,0.168,SoCal,58.4
Publicly owned utility,Redding Electric Utility,2019,12.600705,311.165688,28.524882,9.094414,3.762311,353.661000,0.000000,718.809000,0.168,NorCal,58.4
Publicly owned utility,"Riverside, City of",2019,26.834190,1026.797551,46.567762,281.719410,13.484910,693.739772,16.513567,2105.657162,0.168,SoCal,58.4
Publicly owned utility,Roseville Electric,2019,0.621537,500.691711,54.195339,112.416713,19.404957,445.023760,1.317044,1133.671061,0.168,NorCal,58.4
Publicly owned utility,Sacramento Municipal Utility District,2019,217.458676,4128.567202,442.327326,775.019109,142.625990,4476.434227,55.133247,10237.565777,0.168,NorCal,58.4
Investor owned utility,San Diego Gas and Electric Company,2019,321.220161,7922.597834,1798.457652,1393.349084,399.599690,5763.009216,83.738284,17681.971921,0.168,SoCal,58.4
Self Generator,Self Generation in the BUGL planning area,2019,0.000000,28.061387,0.394683,0.000000,0.000000,26.473947,0.000000,54.930017,0.168,,58.4
Self Generator,Self Generation in the IID planning area,2019,18.849637,47.313882,6.419157,2.409561,9.505894,56.669117,0.000000,141.167248,0.168,,58.4
Self Generator,Self Generation in the LADWP planning area,2019,0.000000,454.453656,3.335699,931.249423,1.587770,385.318426,0.000000,1775.944974,0.168,,58.4
